,abstract_no,sentence
15468,1629,PURPOSE: Sjgren syndrome (SS) is an autoimmune disease characterized by the inflammatory destruction of salivary and lacrimal glands (LG).
15469,1629,Chloroquine (CQ) was known as an immunomodulatory drug and in the inhibition of autophagy.
15470,1629,The purpose of the study is to investigate the effect of CQ on the development of dry eye in NOD-LtJ mice.
15471,1629,"METHODS: NOD-LtJ mice were observed, during which the occurrence of dry eye was confirmed by tear secretion, corneal staining, and the infiltration of foci into the LG from 13-week-old mice."
15472,1629,Intraperitoneal (IP) administration of CQ was performed in 13-week-old mice for 4 weeks and maintained untreated for another 4 weeks.
15473,1629,"Additionally, CQ was injected IP in 19-week-old mice for 2 weeks from when the disease was fully developed."
15474,1629,"RESULTS: Interestingly, the expression of autophagy marker ATG5 and LC3B-II was observed in the LG from week 5."
15475,1629,"When CQ had been administered for 4 weeks from week 13 and then maintained untreated for 4 weeks, tear secretion, corneal staining score, foci formation in the LG, conjunctival goblet cells and proinflammatory cytokine expressions were significantly better than untreated mice."
15476,1629,The infiltration of immune cells and the expression of autophagy markers in LG were decreased in the CQ group.
15477,1629,These indices improved significantly as well when the 19-week-old mice with severe clinical phenotypes had been treated with CQ for 2 weeks.
15478,1629,CONCLUSIONS: This study demonstrated that autophagy was induced in the early stages of the SS model and that CQ treatment in the early stages could inhibit disease progression.
15479,1630,OBJECTIVE: This study was designed to investigate the expression of regulatory T cells in primary Sjgren's Syndrome (pSS) and to evaluate the clinical role of CD4(+)Helios(+)FoxP3(+) cells in pSS patients.
15480,1630,METHODS: CD4(+)FoxP3(+)T cells in the peripheral blood of 39 pSS patients and 30 healthy controls were measured by flow cytometry and CD25 and Helios expression were also analyzed.
15481,1630,The repression ability of CD4(+)CD25(hi) cells was tested in vitro.
15482,1630,Clinical information of pSS patients was retrospectively collected and their correlations with circulating Treg cells were analyzed.
15483,1630,Cytokine levels in plasma were measured by ELISA and correlations with Helios(+)FoxP3(+)cells were also detected.
15484,1630,RESULTS: Circulating FoxP3(+)and Helios(+)FoxP3(+)cells were elevated in pSS patients compared with controls.
15485,1630,The suppression function of CD4(+)CD25(hi) cells is not different between two groups.
15486,1630,"There are inverse correlations between Helios(+)FoxP3(+)percentage and ESR, IgG, IgM and ESSDAI."
15487,1630,Anti-SSB(-) patients possess higher level of Helios(+)FoxP3(+)cells than anti-SSB(+)patients.
15488,1630,"IL-6, IFN and IFN levels were increased in pSS plasma and there were positive correlations between the levels of IFN/IFN and percentage of Helios(+)FoxP3(+)cells."
15489,1630,CONCLUSION: Circulating Helios (+)FoxP3(+) cells were elevated in pSS patients and may contribute to suppressing autoimmunity in pSS patients.
15490,1631,"BACKGROUND: At sufficiently high doses, methotrexate (HDMTX) achieves substantial CNS penetration, whereas other tissues can be rescued from the effects of HDMTX by leucovorin rescue (LR), which does not penetrate the blood-brain barrier."
15491,1631,"OBJECTIVES: To report on the efficacy and safety of HDMTX with LR (HDMTX-LR), in the treatment of acute demyelinating inflammatory CNS syndromes refractory to conventional immunotherapy."
15492,1631,"METHODS: We performed a retrospective chart review of 12 patients treated (6 multiple sclerosis [MS], 4 neuromyelitis optica [NMO], and 2 Sjogren's syndrome myelopathy [SSM]) with HDMTX-LR after failing to improve, or exhibiting worsening following conventional immunotherapy."
15493,1631,"11 patients were followed for a total of 6months following HDMTX-LR (one was lost to follow up after 1month); and clinical findings were documented at 1month, 3months, and 6months following HDMTX-LR therapy."
15494,1631,"RESULTS: Ten patients demonstrated both clinical and radiologic evidence of near, if not complete, abolishment of disease activity, in conjunction with impressive reconstitution of neurologic function in the 6-month period following HDMTX-LR."
15495,1631,Mean Kurtzke Expanded Disability Status Scale (EDSS) prior to HDMTX-LR was 8.1 (1.4).
15496,1631,"Following HDMTX-LR, mean EDSS was 6.6 (2.4) at 1month, 5.8 (2.3) at 3months, and 5.7 (2.3) at 6months."
15497,1631,"CONCLUSIONS: In this retrospective assessment of treatment-recalcitrant fulminant inflammatory CNS syndromes, HDMTX-LR was observed to be a safe and highly effective treatment, producing the rapid and near complete cessation of disease activity, in conjunction with an important corresponding and 'durable remission' in the majority of our small treatment cohort."
15498,1632,"Primary Sjgren's syndrome (pSS) is a chronic autoimmune systemic disease, characterized by a lymphoplasmocytic infiltration and a progressive destruction of salivary and lachrymal glands, leading to ocular and mouth dryness."
15499,1632,"T cells were originally considered to play the initiating role in the autoimmune process, while B cells were restricted to autoantibody production."
15500,1632,"However, recent years have seen growing evidence that the roles of B cells in pSS pathophysiology are multiple, and that these cells may actually play a central role in the development of the disease."
15501,1632,B cells are over-stimulated and produce excessive amounts of immunoglobulins and various autoantibodies.
15502,1632,"Peripheral blood and salivary-gland B-cell subset distribution is altered, leading to the constitution of ectopic germinal centers where auto-reactive clones may escape tolerance checkpoints."
15503,1632,"B cells control T-cell activation by different means: B effector cells guide Th1 or Th2 differentiation, whereas regulatory B cells inhibit T-cell proliferation."
15504,1632,"Several B-cell specific cytokines, such as BAFF or Flt-3L, are instrumental in the occurrence of B-cell dysfunction."
15505,1632,Chronic and excessive stimulation of B cells may lead to the development of lymphoma in pSS patients.
15506,1632,Autoantibodies and blood B-cell subset analysis are major contributors of a clinical diagnosis of pSS.
15507,1632,These considerations led to the development of B-cell depletion therapies for the management of pSS.
15508,1632,"Rituximab, a monoclonal antibody to CD20, is the best studied biologics in pSS, but other treatments hold promise, targeting for example CD22 or BAFF."
15509,1632,"Thus, during the last 20 years, the understanding of the multifaceted roles of B cells in pSS has revolutionized the management of this complex disease."
15510,1633,"Sjgren's syndrome (SS) is an autoimmune disease characterized primarily by lymphocytic infiltration of the exocrine glands, and autoantibody production."
15511,1633,Multiple environmental factors affecting an individual with a genetic susceptibility may trigger the development of SS.
15512,1633,"Herein, we aimed to evaluate links between the different pebbles in the mosaic of SS."
15513,1633,"Demographic, clinical data and blood samples were gathered from 82 consecutive patients with SS, and 139 healthy controls."
15514,1633,Samples were analyzed for infectious serology and auto-antibodies as well as for relevant genetic mutations (TAP genes) and cytokines levels.
15515,1633,"An immune response (IgG) against Epstein-Barr virus (EBV) early antigen (EA) was positively associated with SS (OR 4; 95% CI: 1.82-8.83, p=0.001) while a protective effect of IgG anti-cytomegalovirus (CMV) was observed (OR 0.3; 95%CI: 0.16-0.74, p=0.009)."
15516,1633,"Anti-Ro/SSA, anti-LA/SSB, anti-nuclear, anti-gliadin, anti-TTG-IgG and anti-RNP antibodies were statistically more prevalent among SS patients than controls."
15517,1633,"Notably, the presence of anti-Ro/SSA and anti La/SSB correlated with anti-EBVEA IgG (OR 3.1; 95%CI: 1.08-8.74) and (OR 3.9; 95%CI: 1.37-10.96) respectively."
15518,1633,"Autoantibodies, cytokines and several genetic markers correlated with clinical manifestation of SS."
15519,1633,Our data suggest that infectious agents may play both a causative and protective role in the pathogenesis of SS.
15520,1633,"Moreover certain autoantibodies, cytokines and specific TAP alleles correlate with clinical manifestations of SS, and may enable better prediction and/or directed therapy once confirmed in future studies."
15521,1634,OBJECTIVES: To evaluate salivary adiponectin and adenosine deaminase (ADA) in women suffering from Sjgren's syndrome (SS).
15522,1634,METHODS: Salivary adiponectin and ADA were measured in patients with SS (n=17) and compared to their values in healthy controls (n=13) and patients suffering from drug-induced xerostomia (non-SS sicca group; n=19).
15523,1634,"A clinical history was made for each patient, patients were examined clinically, and xerostomia inventory (XI) was performed."
